;IPC;Nucleo;Estacionales;Regulados;Alimentos;Vivienda;Salud;Transporte;IPIM;IPIB
1/9/1994;5.263008048;;;;;;;;;
1/10/1994;5.299027693;;;;;;;;;
1/11/1994;5.31600792;;;;;;;;;
1/12/1994;5.328028843;;;;;;;;;
1/1/1995;5.339613132;;;;;;;;;
1/2/1995;5.40614328;;;;;;;;;
1/3/1995;5.405997735;;;;;;;;;
1/4/1995;5.381707924;;;;;;;;;
1/5/1995;5.406321168;;;;;;;;;
1/6/1995;5.407458574;;;;;;;;;
1/7/1995;5.396321701;;;;;;;;;
1/8/1995;5.418212718;;;;;;;;;
1/9/1995;5.405086733;;;;;;;;;
1/10/1995;5.413970357;;;;;;;;;
1/11/1995;5.432379079;;;;;;;;;
1/12/1995;5.419970037;;;;;;;;;
1/1/1996;5.425463006;;;;;;;;;
1/2/1996;5.44172629;;;;;;;;;
1/3/1996;5.424045292;;;;;;;;;
1/4/1996;5.394780004;;;;;;;;;
1/5/1996;5.394866253;;;;;;;;;
1/6/1996;5.390052493;;;;;;;;;
1/7/1996;5.390192647;;;;;;;;;
1/8/1996;5.419420201;;;;;;;;;
1/9/1996;5.415220964;;;;;;;;;
1/10/1996;5.425053324;;;;;;;;;
1/11/1996;5.452399576;;;;;;;;;
1/12/1996;5.443931025;;;;;;;;;
1/1/1997;5.428411636;;;;;;;;;
1/2/1997;5.453763385;;;;;;;;;
1/3/1997;5.474732618;;;;;;;;;
1/4/1997;5.447747533;;;;;;;;;
1/5/1997;5.429743101;;;;;;;;;
1/6/1997;5.425236603;;;;;;;;;
1/7/1997;5.437586349;;;;;;;;;
1/8/1997;5.449671959;;;;;;;;;
1/9/1997;5.458641831;;;;;;;;;
1/10/1997;5.456027415;;;;;;;;;
1/11/1997;5.447478006;;;;;;;;;
1/12/1997;5.436950264;;;;;;;;;
1/1/1998;5.446216617;;;;;;;;;
1/2/1998;5.4804466;;;;;;;;;
1/3/1998;5.499556094;;;;;;;;;
1/4/1998;5.492650801;;;;;;;;;
1/5/1998;5.493270714;;;;;;;;;
1/6/1998;5.489303271;;;;;;;;;
1/7/1998;5.499782497;;;;;;;;;
1/8/1998;5.516972956;;;;;;;;;
1/9/1998;5.518083409;;;;;;;;;
1/10/1998;5.516379996;;;;;;;;;
1/11/1998;5.496197782;;;;;;;;;
1/12/1998;5.483147264;;;;;;;;;
1/1/1999;5.482403369;;;;;;;;;
1/2/1999;5.508245658;;;;;;;;;
1/3/1999;5.499399768;;;;;;;;;
1/4/1999;5.458108167;;;;;;;;;
1/5/1999;5.452766134;;;;;;;;;
1/6/1999;5.425915812;;;;;;;;;
1/7/1999;5.425586988;;;;;;;;;
1/8/1999;5.435672705;;;;;;;;;
1/9/1999;5.415210183;;;;;;;;;
1/10/1999;5.404423695;;;;;;;;;
1/11/1999;5.403577379;;;;;;;;;
1/12/1999;5.386494731;;;;;;;;;
1/1/2000;5.383147201;;;;;;;;;
1/2/2000;5.42864882;;;;;;;;;
1/3/2000;5.428869832;;;;;;;;;
1/4/2000;5.400186724;;;;;;;;;
1/5/2000;5.394111576;;;;;;;;;
1/6/2000;5.373147733;;;;;;;;;
1/7/2000;5.363212953;;;;;;;;;
1/8/2000;5.386505512;;;;;;;;;
1/9/2000;5.374915833;;;;;;;;;
1/10/2000;5.366662904;;;;;;;;;
1/11/2000;5.376532998;;;;;;;;;
1/12/2000;5.35011931;;;;;;;;;
1/1/2001;5.343650652;;;;;;;;;
1/2/2001;5.347963091;;;;;;;;;
1/3/2001;5.336103885;;;;;;;;;
1/4/2001;5.346345927;;;;;;;;;
1/5/2001;5.381923546;;;;;;;;;
1/6/2001;5.385157875;;;;;;;;;
1/7/2001;5.346345927;;;;;;;;;
1/8/2001;5.329096172;;;;;;;;;
1/9/2001;5.310229252;;;;;;;;;
1/10/2001;5.305916813;;;;;;;;;
1/11/2001;5.282737455;;;;;;;;;
1/12/2001;5.2654877;;;;;;;;;
1/1/2002;5.261175261;;;;;;;;;
1/2/2002;5.381923546;;;;;;;;;
1/3/2002;5.550647712;;;;;;;;;
1/4/2002;5.770582088;;;;;;;;;
1/5/2002;6.370011072;;;;;;;;;
1/6/2002;6.625523068;;;;;;;;;
1/7/2002;6.865402472;;;;;;;;;
1/8/2002;7.084258738;;;;;;;;;
1/9/2002;7.25028763;;;;;;;;;
1/10/2002;7.347856556;;;;;;;;;
1/11/2002;7.364028202;;;;;;;;;
1/12/2002;7.401762041;;;;;;;;;
1/1/2003;7.415777466;;;;;;;;;
1/2/2003;7.513346393;;;;;;;;;
1/3/2003;7.555931725;;;;;;;;;
1/4/2003;7.600134223;;;;;;;;;
1/5/2003;7.604446661;;;;;;;;;
1/6/2003;7.574798645;;;;;;;;;
1/7/2003;7.568329987;;;;;;;;;
1/8/2003;7.602290442;;;;;;;;;
1/9/2003;7.603907606;;;;;;;;;
1/10/2003;7.607141935;;;;;;;;;
1/11/2003;7.651883487;;;;;;;;;
1/12/2003;7.670750407;;;;;;;;;
1/1/2004;7.686922052;;;;;;;;;
1/2/2004;7.719265343;;;;;;;;;
1/3/2004;7.72681211;;;;;;;;;
1/4/2004;7.773170827;;;;;;;;;
1/5/2004;7.839474573;;;;;;;;;
1/6/2004;7.886372344;;;;;;;;;
1/7/2004;7.941355938;;;;;;;;;
1/8/2004;7.978011667;;;;;;;;;
1/9/2004;8.005503464;;;;;;;;;
1/10/2004;8.056174619;;;;;;;;;
1/11/2004;8.087978855;;;;;;;;;
1/12/2004;8.087978855;;;;;;;;;
1/1/2005;8.155899765;;;;;;;;;
1/2/2005;8.27664805;;;;;;;;;
1/3/2005;8.355350057;;;;;;;;;
1/4/2005;8.484184164;;;;;;;;;
1/5/2005;8.525691387;;;;;;;;;
1/6/2005;8.576901597;;;;;;;;;
1/7/2005;8.655603604;;;;;;;;;
1/8/2005;8.742391433;;;;;;;;;
1/9/2005;8.780664327;;;;;;;;;
1/10/2005;8.883084747;;;;;;;;;
1/11/2005;8.952083767;;;;;;;;;
1/12/2005;9.051499987;;;;;;;;;
1/1/2006;9.0877214;;;;;;;;;
1/2/2006;9.195614972;;;;;;;;;
1/3/2006;9.213340344;;;;;;;;;
1/4/2006;9.288865844;;;;;;;;;
1/5/2006;9.341271293;;;;;;;;;
1/6/2006;9.372868696;;;;;;;;;
1/7/2006;9.421420804;;;;;;;;;
1/8/2006;9.449935533;;;;;;;;;
1/9/2006;9.468431574;;;;;;;;;
1/10/2006;9.508506329;;;;;;;;;
1/11/2006;9.5555171;;;;;;;;;
1/12/2006;9.654933319;;;;;;;;;
1/1/2007;9.812149666;;;;;;;;;
1/2/2007;9.921584575;;;;;;;;;
1/3/2007;9.987091386;;;;;;;;;
1/4/2007;10.09113162;;;;;;;;;
1/5/2007;10.32002012;;;;;;;;;
1/6/2007;10.5350366;;;;;;;;;
1/7/2007;10.81478921;;;;;;;;;
1/8/2007;11.09068849;;;;;;;;;
1/9/2007;11.45906797;;;;;;;;;
1/10/2007;11.68872714;;;;;;;;;
1/11/2007;11.85596218;;;;;;;;;
1/12/2007;11.80818074;;;;;;;;;
1/1/2008;11.923781;;;;;;;;;
1/2/2008;12.16500019;;;;;;;;;
1/3/2008;12.43704613;;;;;;;;;
1/4/2008;12.94260458;;;;;;;;;
1/5/2008;13.3294801;;;;;;;;;
1/6/2008;13.36261884;;;;;;;;;
1/7/2008;13.68629955;;;;;;;;;
1/8/2008;13.87819598;;;;;;;;;
1/9/2008;13.99148423;;;;;;;;;
1/10/2008;14.14253523;;;;;;;;;
1/11/2008;14.22499674;;;;;;;;;
1/12/2008;14.31593561;;;;;;;;;
1/1/2009;14.37990109;;;;;;;;;
1/2/2009;14.54636545;;;;;;;;;
1/3/2009;14.54482412;;;;;;;;;
1/4/2009;14.88468887;;;;;;;;;
1/5/2009;15.15596413;;;;;;;;;
1/6/2009;15.28697776;;;;;;;;;
1/7/2009;15.36789793;;;;;;;;;
1/8/2009;15.52203161;;;;;;;;;
1/9/2009;15.81026158;;;;;;;;;
1/10/2009;16.05379278;;;;;;;;;
1/11/2009;16.32044404;;;;;;;;;
1/12/2009;16.50771645;;;;;;;;;
1/1/2010;17.03639495;;;;;;;;;
1/2/2010;17.41402245;;;;;;;;;
1/3/2010;18.17236013;;;;;;;;;
1/4/2010;18.65017451;;;;;;;;;
1/5/2010;18.90526574;;;;;;;;;
1/6/2010;19.20428507;;;;;;;;;
1/7/2010;19.4131362;;;;;;;;;
1/8/2010;19.69751283;;;;;;;;;
1/9/2010;19.90636396;;;;;;;;;
1/10/2010;20.22233799;;;;;;;;;
1/11/2010;20.88280078;;;;;;;;;
1/12/2010;21.27892432;;;;;;;;;
1/1/2011;21.64113845;;;;;;;;;
1/2/2011;21.87927498;;;;;;;;;
1/3/2011;22.1150995;;;;;;;;;
1/4/2011;22.70311946;;;;;;;;;
1/5/2011;23.29268077;;;;;;;;;
1/6/2011;23.69805233;;;;;;;;;
1/7/2011;24.05487178;;;;;;;;;
1/8/2011;24.47334471;;;;;;;;;
1/9/2011;25.06830069;;;;;;;;;
1/10/2011;25.54919775;;;;;;;;;
1/11/2011;25.8304917;;;;;;;;;
1/12/2011;26.18962316;;;;;;;;;
1/1/2012;26.67822691;;;;;;;;;
1/2/2012;26.98649426;;;;;;;;;
1/3/2012;27.38338847;;;;;;;;;
1/4/2012;28.31127318;;;;;;;;;
1/5/2012;28.87771443;;;;;;;;;
1/6/2012;29.42874232;;;;;;;;;
1/7/2012;29.82178318;;;;;;;;;
1/8/2012;30.56239549;;;;;;;;;
1/9/2012;31.07150938;;;;;;;;;
1/10/2012;31.54834523;;;;;;;;;
1/11/2012;32.01664849;;;;;;;;;
1/12/2012;32.65248324;;;;;;;;;
1/1/2013;33.16743945;;;;;;;;;
1/2/2013;33.82443045;;;;;;;;;
1/3/2013;34.43322924;;;;;;;;;
1/4/2013;35.12602818;;;;;;;;;
1/5/2013;35.76528214;;;;;;;;;
1/6/2013;36.37408118;;;;;;;;;
1/7/2013;37.14356993;;;;;;;;;
1/8/2013;38.01972896;;;;;;;;;
1/9/2013;38.7759095;;;;;;;;;
1/10/2013;39.55852324;;;;;;;;;
1/11/2013;40.65581772;;;;;;;;;
1/12/2013;41.71955497;;;;;;;;;
1/1/2014;42.8703643;;;;;;;;;
1/2/2014;44.79581864;;;;;;;;;
1/3/2014;47.382169;;;;;;;;;
1/4/2014;49.19356906;;;;;;;;;
1/5/2014;50.46917059;;;;;;;;;
1/6/2014;51.74222226;;;;;;;;;
1/7/2014;52.81213636;;;;;;;;;
1/8/2014;53.91922048;;;;;;;;;
1/9/2014;55.21003836;;;;;;;;;
1/10/2014;56.68476061;;;;;;;;;
1/11/2014;57.58698131;;;;;;;;;
1/12/2014;58.53479473;;;;;;;;;
1/1/2015;59.39229981;;;;;;;;;
1/2/2015;60.4204039;;;;;;;;;
1/3/2015;61.46401934;;;;;;;;;
1/4/2015;62.60687075;;;;;;;;;
1/5/2015;63.91903526;;;;;;;;;
1/6/2015;65.25209968;;;;;;;;;
1/7/2015;66.05479279;;;;;;;;;
1/8/2015;67.48966407;;;;;;;;;
1/9/2015;68.75376808;;;;;;;;;
1/10/2015;70.16270407;;;;;;;;;
1/11/2015;71.24494378;;;;;;;;;
1/12/2015;72.96363403;;;;;;;;;
1/1/2016;76.75853151;;;;;;;;;
1/2/2016;79.95548984;;;;;;;;;
1/3/2016;82.12424012;;;;;;;;;
1/4/2016;84.56856507;;;;;;;;;
1/5/2016;87.43932129;;;;;;;;;
1/6/2016;91.10095443;;;;;;;;;
1/7/2016;92.43625935;;;;;;;;;
1/8/2016;94.52808771;;;;;;;;;
1/9/2016;95.12927365;;;;;;;;;
1/10/2016;96.73343191;;;;;;;;;
1/11/2016;98.69904856;;;;;;;;;
1/12/2016;100;100;100;100;100;100;100;100;134.5289915;133.0317529
1/1/2017;101.5859;101.6969;101.6969;101.8183;101.3024;101.4784;102.3501;102.0755;136.5459073;135.1618855
1/2/2017;103.6859;102.3345;102.3345;105.9316;103.1605;107.0014;105.0852;103.9957;138.8261125;136.8898158
1/3/2017;106.1476;104.7868;104.7868;110.0057;106.0143;110.8463;107.1422;105.2177;140.1063628;137.7129619
1/4/2017;108.9667;108.1867;108.1867;114.4649;108.3515;117.4108;109.052;105.8674;140.75435;138.0702562
1/5/2017;110.5301;109.0536;109.0536;115.6559;109.7631;119.5207;110.7256;106.8575;141.961228;139.4806101
1/6/2017;111.8477;110.0769;110.0769;116.6875;110.7483;121.6359;112.3558;107.5925;144.6168635;142.0758178
1/7/2017;113.7852;110.589;110.589;119.3618;112.0115;124.0879;116.0848;109.9058;148.3113442;145.8646105
1/8/2017;115.3819;111.7749;111.7749;121.1349;114.3467;126.7648;119.0025;111.0994;151.1572921;148.7576355
1/9/2017;117.5719;116.214;116.214;123.2159;116.4048;129.2656;121.8977;111.9943;152.668603;150.27379
1/10/2017;119.3528;119.0242;119.0242;125.2808;118.1646;130.4139;123.2121;113.4318;154.910562;152.4386146
1/11/2017;120.994;121.0614;121.0614;127.1472;119.5688;132.0294;124.8225;116.8496;157.3028691;154.6235947
1/12/2017;124.7956;121.1263;121.4632;138.6978;120.36;155.5929;127.7938;120.6253;159.8857135;157.1952544
1/1/2018;126.9887;122.9418;124.7001;141.6541;122.8752;157.216;130.037;123.2423;167.190868;164.9103046
1/2/2018;130.0606;125.5123;123.8509;148.4773;125.5566;163.1754;133.0853;128.7666;175.2954714;173.4807836
1/3/2018;133.1054;128.746;125.8663;151.4854;128.469;164.1018;134.821;131.0603;178.6884353;177.5659157
1/4/2018;136.7512;131.4884;126.9623;159.451;129.9559;177.2462;137.2231;136.3269;181.8925389;180.9660439
1/5/2018;139.5893;134.9794;130.1734;160.024;134.2019;175.9498;140.2549;138.9243;195.5504102;196.2030028
1/6/2018;144.8053;140.4784;134.5438;164.7325;141.151;180.6206;146.2916;147.1719;208.3243496;209.0514741
1/7/2018;149.2966;144.964;139.6235;168.9885;146.7848;182.4306;150.399;154.8231;218.1809242;218.608113
1/8/2018;155.1034;149.8236;142.3224;179.4614;152.6743;193.6678;156.5273;161.083;228.8591693;229.4470564
1/9/2018;165.2383;161.272;147.9747;187.9015;163.3911;198.1079;163.6215;177.8431;265.573859;267.4258333
1/10/2018;174.1473;168.5933;157.1936;201.8885;173.0007;215.507;172.5763;191.3913;273.6056584;274.0822134
1/11/2018;179.6388;174.1546;161.9369;207.5084;178.8975;220.0981;182.333;196.5066;273.8989291;272.948161
1/12/2018;184.2552;178.9326;164.2686;212.85;181.9359;226.6993;191.9052;201.2271;277.3993529;277.3213949
1/1/2019;189.6101;184.3056;166.073;220.132;188.0357;233.7201;197.4877;206.205;278.9789498;279.1678829
1/2/2019;196.7501;191.4115;169.2729;229.4204;198.7818;248.6768;203.7521;210.7001;288.363479;288.4015949
1/3/2019;205.9571;200.1771;177.3407;240.6717;210.628;255.6783;210.369;219.4872;300.204508;299.928838
1/4/2019;213.0517;207.7179;180.1891;248.5813;215.9985;263.2012;217.7389;229.0584;313.9611754;313.4608901
1/5/2019;219.5691;214.3182;181.3032;257.831;221.2588;273.6695;228.7921;237.057;329.4934559;329.2924592
1/6/2019;225.537;220.1725;185.7752;265.016;226.9033;281.0736;236.9165;240.7657;334.9402343;334.9001684
1/7/2019;230.494;224.9011;192.5377;269.7964;232.0295;287.2242;246.6508;243.5064;335.1985972;334.5978059
1/8/2019;239.6077;235.3317;199.9586;275.5073;242.5051;293.329;259.4603;253.1342;372.7857903;374.5527982
1/9/2019;253.7102;250.4818;217.0323;284.7479;256.3757;299.168;281.0982;265.0598;388.3209337;390.8743599
1/10/2019;262.0661;260.0118;223.1837;290.513;262.6603;304.8007;294.2595;274.3506;402.34528;404.5034784
1/11/2019;273.2158;270.3554;239.5597;301.6025;276.6339;309.4466;312.847;286.9334;424.0279009;424.7205395
1/12/2019;283.4442;280.3107;244.6754;315.4936;285.297;316.0254;330.324;301.1997;439.6566508;438.3546044
1/1/2020;289.8299;287.1529;253.5739;319.0685;298.6501;318.0346;323.7294;305.6389;446.2766573;445.8308688
1/2/2020;295.666;293.9922;259.9507;321.3104;306.6182;319.9809;325.1671;310.5997;451.2612361;450.8729296
1/3/2020;305.5515;303.1665;272.7059;331.8502;318.6777;324.3739;333.8163;315.6444;455.5859362;453.9462314
1/4/2020;310.1243;308.3681;285.8904;329.6516;328.7785;324.3903;337.7523;319.8688;449.684532;448.5084032
1/5/2020;314.9087;313.3195;299.283;329.372;331.0146;324.7404;341.3461;323.2338;451.3286937;450.9934078
1/6/2020;321.9738;320.5733;313.5633;331.8382;334.4636;327.7297;348.9759;329.1348;467.8445437;467.7925557
1/7/2020;328.2014;328.6943;316.5328;333.55;338.7648;331.0918;356.5467;335.1763;484.3679825;485.8131144
1/8/2020;337.0632;338.6645;329.1168;336.9087;350.5076;338.8038;365.1113;344.7144;504.2482043;506.9506665
1/9/2020;346.6207;346.511;355.0322;343.4046;360.8692;343.9618;377.8509;357.1236;522.8734299;527.4085099
1/10/2020;359.657;358.4989;388.9845;348.5355;378.0896;351.9646;389.5109;371.9913;547.2657803;556.2550566
1/11/2020;371.0211;372.6154;396.9082;352.7236;388.3864;360.8388;403.8029;385.4469;570.0944153;581.4051406
1/12/2020;385.8826;390.7655;402.2137;362.0665;405.2871;371.5185;424.9668;404.314;595.1897265;607.5133591
1/1/2021;401.5071;406.0674;414.3419;380.6817;424.8374;375.7501;439.3776;422.9057;628.2668226;642.4078336
1/2/2021;415.8595;422.5932;427.2775;388.8788;441.0722;383.4268;454.7265;443.3079;666.5149177;679.211519
1/3/2021;435.8657;441.72;457.8837;406.4306;461.3238;388.4775;472.856;461.8773;692.4485623;704.0693684
1/4/2021;453.6503;461.8578;467.7635;420.7778;481.2407;401.9368;490.482;487.9806;725.4504887;737.5383128
1/5/2021;468.725;477.9293;474.7275;436.6403;496.1796;410.1034;513.7918;517.0463;748.8280032;761.6199684
1/6/2021;483.6049;495.1809;477.1486;450.6922;512.2593;420.2876;530.2766;533.8777;772.26915;779.5329441
1/7/2021;498.0987;510.6974;500.4272;457.2079;529.7087;432.405;550.5464;546.1141;789.539986;796.2847056
1/8/2021;510.3942;526.6934;503.3702;462.3809;537.5867;437.3723;573.6501;559.4713;809.3716874;818.2848631
1/9/2021;528.4968;543.8748;535.3815;476.0569;553.4373;445.7672;598.3555;576.4905;831.99367;841.8074653
1/10/2021;547.0802;561.2843;578.9276;485.2106;572.3293;456.979;626.6749;594.2962;855.6824718;865.8279707
1/11/2021;560.9184;579.5414;581.892;490.2282;584.4717;466.9551;641.9374;607.3504;880.8886461;892.3647542
1/12/2021;582.4575;605.1759;603.6269;498.6315;609.3311;476.8025;645.1434;637.3158;900.7803667;914.3837527
1/1/2022;605.0317;625.1594;658.2543;512.3766;639.405;485.193;671.6729;654.8718;934.33619;952.19963
1/2/2022;633.4341;652.9838;713.7013;528.2683;687.1658;498.9476;696.1161;687.1919;978.603257;999.5935411
1/3/2022;676.0566;694.7515;757.8963;572.7992;736.9451;537.1626;730.5922;724.8465;1040.541994;1069.366374
1/4/2022;716.9399;741.3622;799.0308;595.2223;780.1457;561.7478;777.2991;763.5071;1101.953317;1129.889909
1/5/2022;753.147;779.9267;825.8088;629.0029;814.5693;581.7106;825.5739;810.22;1158.92228;1187.837414
1/6/2022;793.0278;819.5734;880.3186;662.0938;852.1804;621.3286;886.798;848.636;1214.824148;1238.645659
1/7/2022;851.761;879.6383;979.7957;694.6115;903.4609;649.6896;947.493;895.3078;1300.837283;1321.046236
1/8/2022;911.1316;939.4677;1064.731;738.3105;967.5805;685.6993;1001.738;956.4746;1407.197542;1427.641821
1/9/2022;967.3076;991.2585;1189.6609;771.8891;1032.8063;706.9826;1045.0789;1012.0676;1484.342336;1511.359606
1/10/2022;1028.706;1046.265;1297.2889;829.1011;1096.5069;759.7711;1119.4447;1057.3307;1555.226721;1580.409739
1/11/2022;1079.2787;1096.024;1350.5167;880.7676;1135.001;825.5091;1165.2705;1121.731;1653.118891;1686.082223
1/12/2022;1134.5875;1153.5771;1413.2059;925.7853;1187.9252;860.1091;1231.4648;1186.6265;1754.575552;1801.75001
1/1/2023;1202.979;1215.3182;1525.1043;991.5192;1268.3385;929.1621;1291.7546;1257.1122;1868.302015;1920.973238
1/2/2023;1282.7091;1308.7788;1575.9625;1042.4951;1392.3999;973.7901;1360.5006;1318.1813;1999.603624;2052.813588
1/3/2023;1381.1601;1403.1434;1722.9662;1128.8908;1522.5337;1037.2344;1438.3163;1388.1661;2100.758976;2136.718363
1/4/2023;1497.2147;1521.0163;1940.9169;1184.1465;1677.0441;1095.5146;1532.9719;1477.7098;2246.41065;2288.182322
1/5/2023;1613.5895;1640.2912;2056.8651;1291.1045;1774.4119;1225.368;1671.6594;1597.93;2405.515902;2446.49992
1/6/2023;1709.6115;1746.7824;2094.7124;1383.8634;1848.0332;1324.556;1815.4471;1701.7574;2585.666791;2624.459967
1/7/2023;1818.0838;1860.2801;2201.586;1476.8552;1954.5101;1377.3341;1979.4087;1791.7559;2767.106272;2799.534527
1/8/2023;2044.2832;2116.751;2436.0941;1599.0767;2259.2334;1503.1732;2281.5545;1979.0901;3284.864261;3331.311483
1/9/2023;2304.9242;2400.9928;2794.0242;1732.073;2583.3826;1630.2974;2499.2627;2193.7362;3587.486377;3660.659946
1/10/2023;2496.273;2612.5451;3006.9009;1846.7566;2782.4454;1757.5929;2626.9102;2349.1266;3858.68278;3949.580061
1/11/2023;2816.0628;2962.7206;3392.0317;2032.4708;3218.3702;1881.818;3043.8555;2593.1752;4287.020298;4405.577982
1/12/2023;3533.1922;3799.9487;3942.5343;2452.7844;4173.6759;2141.8205;4035.9697;3414.0727;6603.369241;6748.263098
